PLAYER,POS,LANE AGILITY TIME,SHUTTLE RUN,THREE QUARTER SPRINT,STANDING VERTICAL LEAP,MAX VERTICAL LEAP,BODY FAT %,HAND LENGTH (INCHES),HAND WIDTH (INCHES),HEIGHT W/O SHOES,HEIGHT W/ SHOES,STANDING REACH,WEIGHT (LBS),WINGSPAN,YEAR
Aerick Sanders,PF,11.98,DNE,3.37,24.5,30.5,6.70%,DNE,DNE,6' 6.5'',6' 7.5'',8' 10'',205,6' 11.5'',2004
Al Jefferson,PF-SF,13.08,DNE,3.29,28.5,30,10.50%,DNE,DNE,6' 8.5'',6' 9.75'',9' 2'',263,7' 2.5'',2004
Aleksandar Capin,PG,11.5,DNE,3.27,23,29,9.30%,DNE,DNE,6' 0'',6' 1.25'',7' 10'',176,6' 1.5'',2004
Ales Chan,C,12.9,DNE,3.62,21,29,14.80%,DNE,DNE,7' 0'',7' 2'',9' 5'',255,7' 3'',2004
Andre Barrett,PG,10.63,DNE,3.08,29,34.5,6.70%,DNE,DNE,5' 8.75'',5' 9.75'',7' 8'',171,6' 1'',2004
Andre Brown,PF-C,11.7,DNE,3.22,32,35.5,6.00%,DNE,DNE,6' 8'',6' 9.5'',8' 11'',236,6' 11'',2004
Andre Emmett,SG-SF,-,DNE,-,-,-,6.70%,DNE,DNE,6' 3.5'',6' 4.5'',8' 4'',216,6' 9'',2004
Andre Iguodala,SG-SF,11.17,DNE,3.18,30.5,34.5,6.70%,DNE,DNE,6' 5.75'',6' 6.75'',8' 9.5'',217,6' 11'',2004
Andris Biedrins,C,-,DNE,-,-,-,9.30%,DNE,DNE,,,,-,,2004
Antonio Burks,PG,-,DNE,-,-,-,9.90%,DNE,DNE,6' 0'',6' 0.75'',8' 0.5'',191,6' 6.5'',2004
Arthur Johnson,PF-C,11.81,DNE,3.38,26.5,28.5,16.30%,DNE,DNE,6' 7'',6' 8.5'',9' 1'',262,7' 3'',2004
Ben Gordon,PG-SG,11.28,DNE,3.19,31.5,37.5,5.30%,DNE,DNE,6' 1'',6' 2.25'',8' 3'',192,6' 8.5'',2004
Beno Udrih,PG,-,DNE,-,-,-,9.30%,DNE,DNE,6' 2.5'',6' 3.75'',8' 2'',199,6' 4.5'',2004
Bernard Robinson,SG-SF,10.91,DNE,3.17,28.5,34.5,6.00%,DNE,DNE,6' 5.25'',6' 6.5'',8' 6'',208,6' 10'',2004
Blagota Sekulic,SF-PF,10.93,DNE,3.39,23.5,31.5,9.30%,DNE,DNE,6' 9.25'',6' 10.5'',8' 11'',234,6' 11'',2004
Blake Stepp,PG,-,DNE,-,-,-,8.00%,DNE,DNE,,,,-,,2004
Brandon Bass,PF,11.61,DNE,3.24,31.5,33,9.30%,DNE,DNE,6' 6.25'',6' 7.25'',8' 10.5'',246,7' 2.5'',2004
Brian Boddicker,SF-PF,10.93,DNE,3.25,28,30,11.20%,DNE,DNE,6' 7.5'',6' 8.75'',8' 9.5'',230,6' 10'',2004
Bryant Matthews,SF-SG,11.08,DNE,3.13,29,34.5,6.70%,DNE,DNE,6' 5.75'',6' 6.75'',8' 9.5'',206,7' 0.5'',2004
Chris Duhon,PG,10.45,DNE,3.14,31.5,35,6.70%,DNE,DNE,6' 0'',6' 1.25'',8' 2'',193,6' 6.5'',2004
Chris Garnett,C-PF,11.75,DNE,3.36,27,31.5,14.80%,DNE,DNE,6' 8.25'',6' 9.75'',9' 0'',260,7' 1'',2004
Damien Wilkins,SG-SF,11.92,DNE,3.15,26.5,31,7.30%,DNE,DNE,6' 4.5'',6' 6'',8' 10'',222,7' 0'',2004
Delonte West,PG-SG,11.2,DNE,3.15,30,35,6.70%,DNE,DNE,6' 1.5'',6' 2.75'',8' 3.5'',183,6' 6'',2004
Desmon Farmer,SG,10.89,DNE,3.2,24,31,5.30%,DNE,DNE,6' 4.5'',6' 5.75'',8' 7'',214,6' 8.5'',2004
Devin Harris,PG,11.03,DNE,3.19,30.5,37,5.30%,DNE,DNE,6' 1.75'',6' 3'',8' 2.5'',170,6' 7.5'',2004
Drago Pasalic,PF,12.97,DNE,3.56,25.5,30,12.90%,DNE,DNE,6' 9.25'',6' 10.75'',9' 0'',231,6' 11.5'',2004
Dwight Howard,PF-C,11.21,DNE,3.14,30.5,35.5,10.50%,DNE,DNE,6' 9'',6' 10.25'',9' 3.5'',240,7' 4.5'',2004
Dylan Page,SF,10.99,DNE,3.4,26,30,12.30%,DNE,DNE,6' 7.5'',6' 8.75'',8' 9'',239,6' 7'',2004
Emeka Okafor,C-PF,12.32,DNE,3.15,31.5,34,5.30%,DNE,DNE,6' 8.75'',6' 10'',9' 2.5'',257,7' 4'',2004
Erik Daniels,SF-PF,11.38,DNE,3.19,31,32,18.50%,DNE,DNE,6' 6.25'',6' 7.5'',8' 10'',223,6' 11'',2004
Herve Lamizana,SF-PF,-,DNE,-,-,-,6.70%,DNE,DNE,6' 7.5'',6' 8.5'',8' 11'',210,7' 1.5'',2004
Ivan Koljevic,PG,11.07,DNE,3.28,26,28.5,6.70%,DNE,DNE,6' 1'',6' 2'',7' 11'',172,6' 2.5'',2004
J.R. Smith,SG-SF,10.93,DNE,3.21,29,35.5,6.70%,DNE,DNE,6' 5.5'',6' 6.75'',8' 8'',227,6' 10'',2004
Jackie Butler,C,13.32,DNE,3.4,23,25,16.30%,DNE,DNE,6' 8'',6' 9.5'',9' 1'',263,7' 1.5'',2004
Jackson Vroman,PF-C,10.75,DNE,3.25,29.5,33.5,6.70%,DNE,DNE,6' 9.25'',6' 10.75'',8' 9.5'',226,7' 0'',2004
Jaime Lloreda,PF,12.93,DNE,3.23,25.5,29.5,9.90%,DNE,DNE,6' 6.75'',6' 8.5'',8' 11'',247,6' 9.5'',2004
Jameer Nelson,PG,10.95,DNE,3.14,28.5,33.5,8.00%,DNE,DNE,5' 11'',6' 0.5'',7' 11'',199,6' 2.5'',2004
James Moore,PF-SF,11.01,DNE,3.21,28.5,32.5,8.00%,DNE,DNE,6' 6.5'',6' 8'',8' 11'',198,7' 0.5'',2004
Jared Reiner,C-PF,12.65,DNE,3.56,22,26,12.90%,DNE,DNE,6' 10'',6' 11.75'',9' 1'',246,7' 0.5'',2004
John Edwards,C,-,DNE,-,-,-,14.10%,DNE,DNE,6' 11.25'',7' 1'',9' 5'',264,7' 4.5'',2004
Josh Childress,SG-SF,11.95,DNE,3.38,29,36,9.30%,DNE,DNE,6' 5.75'',6' 7.25'',8' 9'',196,6' 11'',2004
Josh Smith,SG-SF,11.43,DNE,3.24,32.5,39.5,6.70%,DNE,DNE,6' 7'',6' 8.25'',8' 10.5'',221,7' 0'',2004
Kelvin Pena,SG-PG,11.5,DNE,3.24,27.5,32.5,8.60%,DNE,DNE,6' 2.25'',6' 3.25'',8' 3.5'',182,6' 6.5'',2004
Kirk Snyder,SG-SF,10.79,DNE,3.13,30,35,9.30%,DNE,DNE,6' 6'',6' 6.75'',8' 8'',228,6' 9'',2004
Kris Humphries,PF,11.33,DNE,3.2,29.5,36,6.70%,DNE,DNE,6' 8.25'',6' 9.5'',8' 10.5'',238,7' 0.5'',2004
Lawrence Roberts,PF,12.52,DNE,3.3,27.5,33,9.30%,DNE,DNE,6' 7.5'',6' 9'',8' 10.5'',233,6' 9.5'',2004
Luis Flores,PG-SG,10.97,DNE,3.1,29,32,6.00%,DNE,DNE,6' 0.5'',6' 1.75'',8' 2.5'',202,6' 7.5'',2004
Luke Jackson,SF-SG,11.1,DNE,3.24,26.5,36,8.00%,DNE,DNE,6' 6'',6' 7'',8' 7'',212,6' 8.5'',2004
Luol Deng,SF,11.46,DNE,3.34,27.5,31.5,6.70%,DNE,DNE,6' 7'',6' 8'',9' 0.5'',220,7' 0.5'',2004
Marcus Douthit,C-PF,11.64,DNE,3.34,25.5,31.5,13.70%,DNE,DNE,6' 9.5'',6' 11'',9' 3.5'',223,7' 4'',2004
Marcus Melvin,SF-PF,11.81,DNE,3.33,25,30.5,10.50%,DNE,DNE,6' 6.75'',6' 8.5'',8' 9.5'',241,7' 0'',2004
Marcus Moore,PG-SG,11.31,DNE,3.34,25,30,14.80%,DNE,DNE,6' 4'',6' 5.25'',8' 5.5'',202,6' 9'',2004
Marko Tomas,SG-PG,11.8,DNE,3.23,32,31.5,9.30%,DNE,DNE,6' 6.5'',6' 7.75'',8' 7.5'',198,6' 7'',2004
Martin Iti,C-PF,12.28,DNE,3.41,26.5,32.5,10.50%,DNE,DNE,6' 8.5'',6' 9.75'',9' 3.5'',233,7' 5'',2004
Matt Freije,SF-PF,11.15,DNE,3.25,29.5,31,10.80%,DNE,DNE,6' 8.25'',6' 9.5'',9' 0.5'',234,7' 1'',2004
Michel Morandais,SG-SF,11.45,DNE,3.22,30.5,33.5,8.60%,DNE,DNE,6' 3.75'',6' 4.75'',8' 6'',205,6' 11.5'',2004
Mike Williams,SF,11.59,DNE,3.42,23.5,27.5,9.30%,DNE,DNE,6' 5.5'',6' 6.5'',8' 9.5'',197,6' 11.5'',2004
Misan Nikagbatse,SG-PG,11.27,DNE,3.32,27.5,32.5,12.90%,DNE,DNE,6' 3.5'',6' 4.75'',8' 6'',223,6' 10'',2004
Nate Robinson,PG,10.75,DNE,2.96,35.5,43.5,6.70%,DNE,DNE,5' 7.75'',5' 9'',7' 7.5'',181,6' 1'',2004
Nate Williams,PF-SF,12.6,DNE,3.35,23.5,26,12.40%,DNE,DNE,6' 8.5'',6' 10'',9' 1.5'',240,7' 1.5'',2004
Omar Quintero,PG,11.37,DNE,3.25,25,29,14.10%,DNE,DNE,5' 9.75'',5' 11.25'',7' 8.5'',170,5' 11.5'',2004
Pape Sow,PF-C,12.13,DNE,3.27,28,31.5,9.30%,DNE,DNE,6' 8.5'',6' 10'',9' 0.5'',233,7' 2'',2004
Peter Ramos,C,12.61,DNE,3.6,24,26.5,6.70%,DNE,DNE,7' 1.75'',7' 3.25'',9' 3.5'',266,7' 5.5'',2004
Randall Orr,PF-SF,11.18,DNE,3.27,26.5,33,6.70%,DNE,DNE,6' 9'',6' 10.75'',8' 11.5'',193,6' 10.5'',2004
Rashad Wright,PG,11.15,DNE,3.28,28.5,32.5,8.00%,DNE,DNE,6' 0.5'',6' 1.75'',8' 2.5'',190,6' 10'',2004
Rich Melzer,PF-SF,11.74,DNE,3.39,24.5,28.5,12.40%,DNE,DNE,6' 7.5'',6' 8.75'',8' 11'',229,7' 2'',2004
Rickey Paulding,SG,11.14,DNE,3.17,30,36,5.30%,DNE,DNE,6' 2.75'',6' 4'',8' 5.5'',210,6' 9.5'',2004
Ricky Minard,PG-SG,10.94,DNE,3.1,27.5,33,8.00%,DNE,DNE,6' 3.25'',6' 4.25'',8' 5.5'',198,6' 7'',2004
Rolando Howell,PF,11.91,DNE,3.28,28.5,34.5,11.70%,DNE,DNE,6' 7.5'',6' 8.5'',8' 11'',229,7' 0.5'',2004
Romain Sato,SG,11.27,DNE,3.18,31.5,35.5,6.00%,DNE,DNE,6' 2'',6' 3.25'',8' 6.5'',204,6' 11'',2004
Ryan Gomes,SF-PF,12.49,DNE,3.24,26.5,30.5,-%,DNE,DNE,6' 6.5'',6' 7.75'',8' 10.5'',248,7' 2'',2004
Sergei Lishouk,PF-SF,-,DNE,-,-,-,10.50%,DNE,DNE,6' 10.25'',6' 11.5'',9' 1.5'',244,7' 0'',2004
Shaun Livingston,PG-SG,10.72,DNE,3.23,26.5,30,6.70%,DNE,DNE,6' 6.25'',6' 7.5'',8' 9.5'',186,6' 11'',2004
TJ Cummings,SF,11.58,DNE,3.12,27,31,6.70%,DNE,DNE,6' 7.5'',6' 8.75'',8' 10.5'',215,6' 9.5'',2004
Tiago Splitter,C-PF,11.65,DNE,3.38,26,31.5,5.30%,DNE,DNE,6' 10.25'',6' 11.75'',9' 1.5'',233,7' 2'',2004
Tim Bowers,PG-SG,11.24,DNE,3.21,37,43.5,2.60%,DNE,DNE,6' 0.5'',6' 1.75'',8' 2'',181,6' 9'',2004
Tim Pickett,PG-SG,-,DNE,-,-,-,6.00%,DNE,DNE,6' 3'',6' 4.25'',8' 4.5'',207,6' 7.5'',2004
Tom Timmerrmans,PF-C,13.13,DNE,3.63,23,26.5,15.20%,DNE,DNE,6' 10.5'',6' 11.5'',8' 11.5'',272,6' 11'',2004
Tony Allen,SG,10.7,DNE,3.19,31.5,36.5,6.70%,DNE,DNE,6' 3.5'',6' 4.25'',8' 6'',214,6' 9'',2004
Tony Bobbitt,SG,-,DNE,-,-,-,7.30%,DNE,DNE,6' 2.75'',6' 4'',8' 4'',185,6' 7'',2004
Trevor Ariza,SG-SF,11.63,DNE,3.29,29.5,32,8.00%,DNE,DNE,6' 7'',6' 8.25'',8' 11.5'',201,7' 2'',2004
Aleksander Djuric,C-PF,11.97,DNE,3.65,23.5,27.5,16.30%,DNE,DNE,6' 10'',,9' 0'',253,7' 0'',2003
Aloysius Anagonye,PF,12.93,DNE,3.3,31,34.5,10.50%,DNE,DNE,6' 6.75'',,8' 10'',257,7' 2.5'',2003
Bernard King,SG-PG,11.37,DNE,3.18,28,33.5,12.90%,DNE,DNE,6' 3.75'',,8' 2.5'',200,6' 5.5'',2003
Brandin Knight,PG,-,DNE,-,-,-,10.50%,DNE,DNE,5' 11.75'',,7' 11.5'',190,6' 6'',2003
Brandon Hunter,PF,11.13,DNE,3.21,32.5,35,8.00%,DNE,DNE,6' 6.5'',,8' 9.5'',266,7' 2.75'',2003
Brian Cook,PF-SF,11.87,DNE,3.45,25,29,10.50%,DNE,DNE,6' 9.5'',,9' 1'',234,7' 2'',2003
Britton Johnsen,SF-PF,10.67,DNE,3.08,26.5,32.5,7.30%,DNE,DNE,6' 10'',,8' 11.5'',212,6' 10.75'',2003
Carl English,SG-PG,11.77,DNE,3.32,28,34,8.00%,DNE,DNE,6' 4'',,8' 2.5'',201,6' 5.25'',2003
Carmelo Anthony,SF,11.4,DNE,3.15,30.5,33.5,8.00%,DNE,DNE,6' 6.25'',,8' 9.5'',233,7' 0'',2003
Chris Bosh,PF,11.8,DNE,3.3,30.5,33,8.00%,DNE,DNE,6' 10.25'',,9' 1'',225,7' 3.5'',2003
Chris Kaman,C-PF,11.33,DNE,3.37,23.5,30.5,16.30%,DNE,DNE,6' 11.5'',,9' 2.5'',252,6' 11.75'',2003
Chris Marcus,C,-,DNE,-,-,-,23.10%,DNE,DNE,7' 0'',,9' 6'',334,7' 8'',2003
Chris Massie,PF-C,12.48,DNE,3.22,26.5,33,14.80%,DNE,DNE,6' 6.5'',,8' 10.5'',259,7' 1'',2003
Dahntay Jones,SG-SF,10.91,DNE,3.11,30,39.5,2.60%,DNE,DNE,6' 4.75'',,8' 6.5'',214,6' 9'',2003
Darko Milicic,PF,11.3,DNE,3.36,26.5,32.5,8.00%,DNE,DNE,6' 11.5'',,9' 3.5'',250,7' 5'',2003
David West,PF-SF,12.18,DNE,3.43,28.5,31.5,8.00%,DNE,DNE,6' 8.25'',,9' 0.25'',226,7' 4.25'',2003
Derrick Zimmerman,PG,11.09,DNE,3.1,34,40.5,5.30%,DNE,DNE,6' 1'',,8' .25'',190,6' 9'',2003
Donald Little,PF-C,11.18,DNE,3.2,33,37,7.30%,DNE,DNE,6' 9.5'',,8' 1'',229,7' 3'',2003
Doug Wrenn,SF-PF,11.38,DNE,3.17,34.5,41,7.30%,DNE,DNE,6' 5.75'',,8' 4.5'',220,7' 7.5'',2003
Dwyane Wade,SG-SF,10.56,DNE,3.08,31.5,35,6.70%,DNE,DNE,6' 3.75'',,8' 6'',212,6' 10.75'',2003
Ebi Ere,SG,11.38,DNE,3.16,29.5,33.5,14.10%,DNE,DNE,6' 3.5'',,8' 6'',210,6' 10.5'',2003
Hollis Price,PG-SG,10.72,DNE,3.25,27.5,33,7.30%,DNE,DNE,5' 11.5'',,7' 10.5'',165,6' 4.5'',2003
James Jones,SF,11.18,DNE,3.19,30.5,33,6.70%,DNE,DNE,6' 7.25'',,8' 11.5'',218,7' 2.5'',2003
James Lang,C-PF,14.01,DNE,3.55,24.5,32,21.40%,DNE,DNE,6' 8.25'',,9' 2'',316,7' 6.25'',2003
Jason Gardner,PG,10.62,DNE,3.17,30.5,35,9.30%,DNE,DNE,5' 9.75'',,7' 8'',194,6' 1'',2003
Jason Kapono,SG-SF,11.04,DNE,3.38,23.5,30,11.70%,DNE,DNE,6' 6.5'',,8' 6'',215,6' 6.5'',2003
Jason Keep,C-PF,11.18,DNE,3.3,29.5,34,8.60%,DNE,DNE,6' 9.75'',,8' 10.5'',270,7' 0.5'',2003
Jeff Newton,PF,11.18,DNE,3.23,27.5,34,5.30%,DNE,DNE,6' 8'',,8' 10'',199,7' 1'',2003
Jermaine Boyette,PG-SG,11.2,DNE,3.07,29,35.5,7.30%,DNE,DNE,6' 1'',,8' 0'',187,6' 4'',2003
Jerome Beasley,SF-PF,11.36,DNE,3.25,27,32,9.90%,DNE,DNE,6' 9'',,8' 11'',237,7' 0.5'',2003
Jerry Holman,PF,11.54,DNE,3.24,33,37.5,6.00%,DNE,DNE,6' 8.75'',,9' 1.5'',232,7' 3.25'',2003
Joe Shipp,SG,11.75,DNE,3.2,29,34.5,11.70%,DNE,DNE,6' 4'',,8' 7'',224,6' 10'',2003
Joel Cornette,PF-SF,11.27,DNE,3.14,26,32.5,12.90%,DNE,DNE,6' 8.25'',,8' 9.5'',239,6' 9.25'',2003
Josh Howard,SF-SG,10.89,DNE,3.09,33,36.5,6.00%,DNE,DNE,6' 5.25'',,8' 9.5'',202,7' 2'',2003
Josh Powell,PF-SF,11.72,DNE,3.2,32.5,38.5,8.00%,DNE,DNE,6' 8'',,8' 11.5'',227,7' 1'',2003
Justin Hamilton,PG-SG,11.18,DNE,3.18,30,37.5,8.00%,DNE,DNE,6' 3'',,8' 7'',217,6' 11'',2003
Keith Bogans,SG,11.43,DNE,3.25,29.5,35,8.00%,DNE,DNE,6' 4.25'',,8' 5'',213,6' 9.25'',2003
Kirk Hinrich,PG-SG,10.98,DNE,3.1,29,33.5,5.30%,DNE,DNE,6' 2.75'',,8' 2.5'',186,6' 6'',2003
Kirk Penney,SG-SF,10.44,DNE,3.04,32,35.5,8.00%,DNE,DNE,6' 5'',,8' 1'',218,6' 5.25'',2003
Kyle Korver,SF,11.42,DNE,3.47,25.5,31.5,6.70%,DNE,DNE,6' 6.25'',,8' 6.5'',211,6' 9.5'',2003
LaVell Blanchard,SF,11.64,DNE,3.38,33.5,36.5,11.70%,DNE,DNE,6' 6'',,8' 5.5'',205,6' 6'',2003
LeBron James,SF-SG,-,DNE,-,-,-,6.70%,DNE,DNE,6' 7.25'',,8' 10.25'',245,7' 0.25'',2003
Luke Ridnour,PG,11,DNE,3.28,26,32.5,5.30%,DNE,DNE,6' 1'',,7' 11.5'',167,6' 3'',2003
Luke Walton,SF-PF,-,DNE,-,28,-,9.30%,DNE,DNE,6' 7.75'',,8' 8'',235,6' 8.5'',2003
Marcus Hatten,PG,11.5,DNE,3.15,29.5,37.5,4.00%,DNE,DNE,6' 0.75'',,8' 2'',163,6' 6.25'',2003
Marlon Parmer,PG,-,DNE,3.42,28,32,9.30%,DNE,DNE,6' 0.75'',,8' 1'',184,6' 3.5'',2003
Marquis Daniels,SG-PG,11.62,DNE,3.25,30.5,35,4.00%,DNE,DNE,6' 5.25'',,8' 7.5'',198,6' 10'',2003
Marquis Estill,PF-C,12.92,DNE,3.31,30,36,11.70%,DNE,DNE,6' 8.5'',,9' 0'',257,7' 4'',2003
Marvin Stone,C-PF,12.1,DNE,3.5,25.5,27.5,17.40%,DNE,DNE,6' 9.5'',,9' 1.5'',261,7' 3.5'',2003
Matt Bonner,PF-SF,11.52,DNE,3.32,27,32,13.60%,DNE,DNE,6' 8.5'',,8' 9.5'',242,6' 8.75'',2003
Matt Carroll,SG-SF,11.11,DNE,3.35,29,33.5,6.70%,DNE,DNE,6' 5'',,8' 2.5'',207,6' 6.5'',2003
Michael Ignerski,PF-SF,11.21,DNE,3.13,26.5,33,10.50%,DNE,DNE,6' 9.5'',,8' 11'',232,6' 10.75'',2003
Michael Sweetney,PF,12.9,DNE,3.28,26,31.5,14.10%,DNE,DNE,6' 7.25'',,8' 11.5'',262,7' 1'',2003
Mo Williams,PG-SG,-,DNE,-,-,-,6.70%,DNE,DNE,6' 0.75'',,8' 2.5'',189,6' 5.5'',2003
Nick Collison,PF,11.62,DNE,3.28,28,33,17.00%,DNE,DNE,6' 8.75'',,9' 0'',255,7' 1.5'',2003
Pavel Podkolzin,C,13.4,DNE,3.8,19.5,22.5,16.30%,DNE,DNE,7' 3.5'',,9' 8'',303,7' 5.75'',2003
Rick Anderson,SF-PF,11.23,DNE,3.4,26,30.5,9.90%,DNE,DNE,6' 8.25'',,8' 10.5'',216,6' 11'',2003
Robert Jackson,PF-C,11.26,DNE,3.25,23.5,26,15.90%,DNE,DNE,6' 7.75'',,8' 11.5'',254,7' 0'',2003
Ron Slay,SF-PF,12.01,DNE,3.43,28.5,31.5,16.30%,DNE,DNE,6' 6'',,8' 7.5'',236,6' 10'',2003
Ronald Dupree,SF-SG,11.09,DNE,3.23,37.5,41.5,6.70%,DNE,DNE,6' 6'',,8' 5'',209,6' 8.25'',2003
Ruben Douglas,SG,11.95,DNE,3.27,28.5,35,6.00%,DNE,DNE,6' 3.5'',,8' 4.5'',193,6' 7.25'',2003
Sam Hoskin,PF,-,DNE,-,-,-,-%,DNE,DNE,6' 7.25'',,8' 11.5'',261,6' 10.75'',2003
Sani Ibrahim,C-PF,13.02,DNE,3.4,26,30.5,9.30%,DNE,DNE,6' 8.5'',,9' 1.5'',229,7' 1'',2003
Sasha Vujacic,PG-SG,-,DNE,-,-,-,14.10%,DNE,DNE,6' 5.5'',,8' 5'',193,6' 5.5'',2003
Souleymane Camara,PF-SF,11.51,DNE,3.2,28.5,34.5,9.90%,DNE,DNE,6' 9.75'',,9' 1'',211,7' 2.25'',2003
Stephane Pelle,PF-SF,11.37,DNE,3.27,28.5,33,12.40%,DNE,DNE,6' 7'',,8' 11'',246,7' 2'',2003
T.J. Ford,PG,11.45,DNE,3.2,32.5,39.5,6.70%,DNE,DNE,5' 11'',,7' 9.5'',162,5' 11.5'',2003
Theron Smith,PF-SF,10.99,DNE,3.1,28.5,32,9.30%,DNE,DNE,6' 6.5'',,8' 8.5'',234,6' 10.25'',2003
Tommy Smith,PF-SF,11.54,DNE,3.14,30,33,6.70%,DNE,DNE,6' 9'',,8' 11.5'',200,7' 2.5'',2003
Travis Hansen,SG,10.72,DNE,3.18,31.5,35,6.00%,DNE,DNE,6' 4.5'',,8' 4.5'',200,6' 6.5'',2003
Trevor Harvey,C-PF,11.85,DNE,3.32,29.5,32,10.50%,DNE,DNE,6' 9.5'',,9' 1.5'',245,7' 1'',2003
Troy Bell,PG,10.89,DNE,3.06,34.5,41,5.30%,DNE,DNE,6' 0.25'',,8' 1.5'',178,6' 5'',2003
Uche Nsonwu-Amadi,PF-C,11.83,DNE,3.25,27.5,29,6.00%,DNE,DNE,6' 7.75'',,8' 10.5'',246,7' 3.75'',2003
Ugonna Okyekwe,SF,11.43,DNE,3.2,32,36.5,4.30%,DNE,DNE,6' 7.25'',,9' 1'',228,7' 3'',2003
Wayne Wallace,PF,11.85,DNE,3.24,29.5,36,4.60%,DNE,DNE,6' 7.25'',,9' 0'',187,7' 2'',2003
Wesley Wilson,C-PF,12.19,DNE,3.3,27,30.5,12.40%,DNE,DNE,6' 10.25'',,9' 2.5'',257,7' 3'',2003
Will McDonald,C-PF,11.83,DNE,3.42,25,32.5,13.60%,DNE,DNE,6' 9.5'',,9' 1.5'',258,7' 3.5'',2003
Willie Green,SG-PG,11.86,DNE,3.19,28.5,28.5,8.00%,DNE,DNE,6' 2.5'',,8' 4'',201,6' 7.25'',2003
Aaron McGhee,PF-SF,12.24,DNE,-,26,28.5,DNE,DNE,DNE,6' 7'',,8' 9.5'',255,6' 10'',2002
Amar'e Stoudemire,PF,11.19,DNE,3.25,32,35.5,DNE,DNE,DNE,6' 8.5'',,9' 0.5'',233,7' 1.75'',2002
Andy Ellis,PF,11.69,DNE,3.34,32,35.5,DNE,DNE,DNE,6' 9.25'',,8' 6'',220,6' 10.25'',2002
Anthony Grundy,PG-SG,11.1,DNE,3.39,27.5,32,DNE,DNE,DNE,6' 0.75'',,8' 3'',167,6' 7.75'',2002
Brian Brown,PG-SG,11.43,DNE,3.29,26,33,DNE,DNE,DNE,6' 2.5'',,8' 3'',194,6' 7'',2002
Brooks Sales,PF-C,11.05,DNE,3.29,26,29.5,DNE,DNE,DNE,6' 9'',,9' 0'',232,6' 10'',2002
Byron Mouton,SG-SF,11.84,DNE,3.1,24,30,DNE,DNE,DNE,6' 4.5'',,8' 6'',213,6' 10.25'',2002
Carlos Boozer,PF,10.77,DNE,3.31,26.5,28.5,DNE,DNE,DNE,6' 7.75'',,9' 0.5'',258,7' 2.25'',2002
Caron Butler,SF-SG,12.15,DNE,3.33,27,31,DNE,DNE,DNE,6' 5.25'',,8' 7.5'',222,6' 11.5'',2002
Chris Burgess,C,11.58,DNE,3.37,24.5,31,DNE,DNE,DNE,6' 10'',,9' 1'',246,6' 11.5'',2002
Chris Christoffersen,C,12.55,DNE,3.39,28,31,DNE,DNE,DNE,7' 0.75'',,9' 1'',291,7' 3.5'',2002
Chris Massie,PF,-,DNE,-,-,-,DNE,DNE,DNE,6' 6.25'',,8' 11'',248,7' 0'',2002
Chris Owens,PF-SF,-,DNE,-,-,-,DNE,DNE,DNE,6' 7'',,8' 8'',237,6' 11.5'',2002
Chris Wilcox,PF-C,11.43,DNE,3.16,31,34.5,DNE,DNE,DNE,6' 8.25'',,8' 11.5'',218,7' 1'',2002
Cordell Henry,PG,11.3,DNE,3.04,33,37.5,DNE,DNE,DNE,5' 8'',,7' 8'',155,6' 1'',2002
Corsley Edwards,PF,12.18,DNE,3.31,28.5,33,DNE,DNE,DNE,6' 7.25'',,8' 10.5'',285,6' 10.75'',2002
Craig Dawson,SG-SF,12.06,DNE,3.25,26,30,DNE,DNE,DNE,6' 3.5'',,8' 6'',200,6' 6.25'',2002
Curtis Borchardt,C,12.56,DNE,3.63,24,27,DNE,DNE,DNE,6' 10.75'',,9' 4'',238,7' 2.5'',2002
Dajuan Wagner,PG-SG,12.03,DNE,3.22,28,35,DNE,DNE,DNE,6' 0.75'',,8' 3'',193,6' 2'',2002
Damon Hancock,SG-PG,11.62,DNE,3.03,32,35,DNE,DNE,DNE,6' 2.75'',,8' 3.5'',203,6' 6'',2002
Darius Songaila,PF,11.69,DNE,3.52,24.5,29.5,DNE,DNE,DNE,6' 8'',,9' 0.5'',240,7' 1'',2002
David Graves,SG,11.2,DNE,3.27,26,29.5,DNE,DNE,DNE,6' 4.5'',,8' 5'',212,6' 7'',2002
Drew Gooden,PF,11.81,DNE,3.19,29,33,DNE,DNE,DNE,6' 8.75'',,8' 10.5'',227,7' 0.5'',2002
Elvin Mims,SF-SG,11.17,DNE,3.22,32,38,DNE,DNE,DNE,6' 4.25'',,8' 9.5'',211,7' 1.5'',2002
Frank Williams,PG,11.73,DNE,3.29,26,31,DNE,DNE,DNE,6' 1.5'',,8' 4.5'',212,6' 8'',2002
Fred Jones,SG,11.12,DNE,3.13,33.5,37.5,DNE,DNE,DNE,6' 2.25'',,8' 4'',218,7' 0'',2002
George Williams,PF-SF,11.21,DNE,3.24,33.5,39,DNE,DNE,DNE,6' 5.75'',,8' 7'',214,7' 0.5'',2002
Greg Harrington,PG,12.06,DNE,3.32,28.5,34,DNE,DNE,DNE,6' 1'',,8' 1'',183,6' 3.75'',2002
Immanuel McElroy,SG,-,DNE,-,-,-,DNE,DNE,DNE,6' 2.25'',,8' 4'',191,6' 6.5'',2002
